rating,content
5,I have used Quicken since its inception & it was good then & got even better & more user friendly since then. Oustanding piece of software
5,"I've used Quicken since the DOS years, Ver 2.0 I think. Its been a labor saving app all these years and I like that it remains a relatively simple software."
1,
3,"I’ve been a loyal customer for over 10 years, but the changes made in November 2023 have caused major issues. While I didn’t lose my old data, I was forced to start a new profile and could no longer compare current data to my historical records. I had to manually redo over six months of bank reconciliations.The main problem was that, after the updates, the system no longer recognized transfers between my linked bank accounts. Each time I updated, it disrupted past transactions and created new inconsistencies. It’s been extremely frustrating and time-consuming.To this day, the issue is still not fully corrected—I continue to manually re-enter and reassign transactions between my different accounts to ensure accuracy.I considered switching software, but haven’t had the time to do so. Unfortunately, customer support has been unable to resolve the issue."
5,
5,Really like the format. It makes booking a lot easier. I learn something new everyday that it can do.
5,I depend on Quicken for keeping track of several accounts and providing a variety of reports.  I find it easy to use and don't know what I would do without it!
3,"I've been using Quicken for many years. The annual ""subscription"" move was an offensive scam. The program remains too vulnerable to errors, including some that can't easily be cleaned up because of version issues. It has become less and less vital as the years go on and competitors jump in."
5,
3,It is hard to keep track of tabs and cumbersome to correct assignments
5,Awesome and easy
2,"Every year, more frustration."
1,"Worst software ever! Every time they push out a patch, it breaks something else. Often times when I open it, it crashes. It categorizes expenses as income in reports for no apparent reason. If it ""loses"" or can't access an account an account and you have to start over, it duplicates entries. The only reason I keep using it is that I have data going back at least 20 years"
5,
2,"I have had communications with one of your personnel since January re how to get my spouse access to my Quicken accounts. The responses (from Kirby) have been delayed. The last response gave specific instructions which did not work. I replied last week, requesting a refund from Life Hub, because Kirby told me I should be able to get what I wanted without LifeHub. I don't need any other things from LifeHub."
